title,awards_all,nomination_count,award_count,awards_won,awards_nominated
To Kill A Mockingbird,"BAFTAs - Film | Film From Any Source in 1964(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Won)
Golden Globes - Promoting International Understanding(Won)",6,3,"Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Original Score - Motion Picture(Won)
Golden Globes - Promoting International Understanding(Won)","BAFTAs - Film | Film From Any Source in 1964(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)"
To Kill a Mockingbird,"Oscars - ACTOR(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION (Black-and-White)(Won)
Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Music Score--substantially original)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay--based on material from another medium)(Won)",8,3,"Oscars - ACTOR(Won)
Oscars - ART DIRECTION (Black-and-White)(Won)
Oscars - WRITING (Screenplay--based on material from another medium)(Won)","Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Music Score--substantially original)(Nominated)
Oscars - BEST PICTURE(Nominated)"
To Kill a Tiger,Oscars - DOCUMENTARY FEATURE FILM(Nominated),1,0,,Oscars - DOCUMENTARY FEATURE FILM(Nominated)
To Leslie,Oscars - ACTRESS IN A LEADING ROLE(Nominated),1,0,,Oscars - ACTRESS IN A LEADING ROLE(Nominated)
To Live (Huozhe),BAFTAs - Film | Film Not in the English Language in 1995(Won),1,1,BAFTAs - Film | Film Not in the English Language in 1995(Won),
To Live Again,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
To Live or Let Die,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
To The Rescue,BAFTAs - Film | Special Award in 1953(Nominated),1,0,,BAFTAs - Film | Special Award in 1953(Nominated)
"To Wong Foo, Thanks For Everything! Julie Newmar","Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
To Your Health,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1957(Nominated),1,0,,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1957(Nominated)
To the People of the United States,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
To the Shores of Iwo Jima,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
To the Shores of Tripoli,Oscars - CINEMATOGRAPHY (Color)(Nominated),1,0,,Oscars - CINEMATOGRAPHY (Color)(Nominated)
Tobruk,Oscars - SPECIAL VISUAL EFFECTS(Nominated),1,0,,Oscars - SPECIAL VISUAL EFFECTS(Nominated)
Todd Haynes,BAFTAs - Film | Director in 2016(Nominated),1,0,,BAFTAs - Film | Director in 2016(Nominated)
Tokyo Olympiad,"BAFTAs - Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966(Won)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966(Won)",2,2,"BAFTAs - Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966(Won)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966(Won)",
Tom & Viv,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",3,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)"
Tom And Viv,BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994(Nominated),1,0,,BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994(Nominated)
Tom Courtenay,"BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1963(Won)
BAFTAs - Film | British Actor in 1964(Nominated)
BAFTAs - Film | British Actor in 1965(Nominated)
BAFTAs - Film | Actor in 1985(Nominated)",4,1,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1963(Won),"BAFTAs - Film | British Actor in 1964(Nominated)
BAFTAs - Film | British Actor in 1965(Nominated)
BAFTAs - Film | Actor in 1985(Nominated)"
Tom Cruise,BAFTAs - Film | Actor in a Leading Role in 1991(Nominated),1,0,,BAFTAs - Film | Actor in a Leading Role in 1991(Nominated)
Tom Ford,BAFTAs - Film | Director in 2017(Nominated),1,0,,BAFTAs - Film | Director in 2017(Nominated)
Tom Hanks,"BAFTAs - Film | Actor in a Leading Role in 1995(Nominated)
BAFTAs - Film | Actor in a Leading Role in 2001(Nominated)
BAFTAs - Film | Supporting Actor in 2020(Nominated)
Golden Globes - Cecil B. deMille Award(Nominated)",4,0,,"BAFTAs - Film | Actor in a Leading Role in 1995(Nominated)
BAFTAs - Film | Actor in a Leading Role in 2001(Nominated)
BAFTAs - Film | Supporting Actor in 2020(Nominated)
Golden Globes - Cecil B. deMille Award(Nominated)"
Tom Holland,BAFTAs - Film | EE Rising Star in 2017(Won),1,1,BAFTAs - Film | EE Rising Star in 2017(Won),
Tom Jones,"Oscars - ACTOR(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION (Color)(Nominated)
Oscars - DIRECTING(Won)
Oscars - MUSIC (Music Score--substantially original)(Won)
Oscars - BEST PICTURE(Won)
Oscars - WRITING (Screenplay--based on material from another medium)(Won)
BAFTAs - Film | British Film in 1964(Won)
BAFTAs - Film | British Screenplay in 1964(Won)
BAFTAs - Film | Film From Any Source in 1964(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - New Star Of The Year - Actor(Won)
Golden Globes - Foreign Film - English Language(Nominated)",20,9,"Oscars - DIRECTING(Won)
Oscars - MUSIC (Music Score--substantially original)(Won)
Oscars - BEST PICTURE(Won)
Oscars - WRITING (Screenplay--based on material from another medium)(Won)
BAFTAs - Film | British Film in 1964(Won)
BAFTAs - Film | British Screenplay in 1964(Won)
BAFTAs - Film | Film From Any Source in 1964(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - New Star Of The Year - Actor(Won)","Oscars - ACTOR(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION (Color)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Foreign Film - English Language(Nominated)"
Tom Nardini,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1966(Nominated),1,0,,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1966(Nominated)
Tom Sawyer,"Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",5,0,,"Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Tom Smith,"BAFTAs - Film | Make-Up Artist in 1983(Nominated)
BAFTAs - Film | Special Award for Craft in 1992(Won)",2,1,BAFTAs - Film | Special Award for Craft in 1992(Won),BAFTAs - Film | Make-Up Artist in 1983(Nominated)
Tom Thumb,Golden Globes - Picture - Musical(Nominated),1,0,,Golden Globes - Picture - Musical(Nominated)
"Tom, Dick and Harry",Oscars - WRITING (Original Screenplay)(Nominated),1,0,,Oscars - WRITING (Original Screenplay)(Nominated)
Tommie Manderson,BAFTAs - Film | Make-Up Artist in 1985(Nominated),1,0,,BAFTAs - Film | Make-Up Artist in 1985(Nominated)
Tommy,"Oscars - ACTRESS(Nominated)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won)
Golden Globes - New Star Of The Year - Actor(Nominated)",5,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won),"Oscars - ACTRESS(Nominated)
Oscars - MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)"
Tommy Lee Jones,"BAFTAs - Film | Actor in a Supporting Role in 1993(Nominated)
BAFTAs - Film | Actor in a Supporting Role in 1994(Nominated)",2,0,,"BAFTAs - Film | Actor in a Supporting Role in 1993(Nominated)
BAFTAs - Film | Actor in a Supporting Role in 1994(Nominated)"
Tomorrow Never Dies,Golden Globes - Best Original Song - Motion Picture(Nominated),1,0,,Golden Globes - Best Original Song - Motion Picture(Nominated)
Tomorrow We Fly,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Toni Erdmann,"Oscars - FOREIGN LANGUAGE FILM(Nominated)
BAFTAs - Film | Film Not in the English Language in 2017(Nominated)",2,0,,"Oscars - FOREIGN LANGUAGE FILM(Nominated)
BAFTAs - Film | Film Not in the English Language in 2017(Nominated)"
"Tonight Show, The","Golden Globes - Television Series - Variety(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)",2,0,,"Golden Globes - Television Series - Variety(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)"
Tonight and Every Night,"Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)
Oscars - MUSIC (Song)(Nominated)",2,0,,"Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)
Oscars - MUSIC (Song)(Nominated)"
Tony Curtis,"BAFTAs - Film | Foreign Actor in 1958(Nominated)
BAFTAs - Film | Foreign Actor in 1959(Nominated)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)",4,2,"Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)","BAFTAs - Film | Foreign Actor in 1958(Nominated)
BAFTAs - Film | Foreign Actor in 1959(Nominated)"
"Tony Randall Show, The",Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Too Big To Fail,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",3,0,,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Too Many Husbands,Oscars - SOUND RECORDING(Nominated),1,0,,Oscars - SOUND RECORDING(Nominated)
"Too Much, Too Soon",Golden Globes - New Star Of The Year - Actor(Won),1,1,Golden Globes - New Star Of The Year - Actor(Won),
Too Young To Kiss,Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won),1,1,Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won),
Too Young to Kiss,Oscars - ART DIRECTION (Black-and-White)(Nominated),1,0,,Oscars - ART DIRECTION (Black-and-White)(Nominated)
"Toot, Whistle, Plunk and Boom",Oscars - SHORT SUBJECT (Cartoon)(Won),1,1,Oscars - SHORT SUBJECT (Cartoon)(Won),
Tootsie,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Adapted Screenplay in 1984(Nominated)
BAFTAs - Film | Costume Design in 1984(Nominated)
BAFTAs - Film | Direction in 1984(Nominated)
BAFTAs - Film | Film in 1984(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",19,4,"Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Adapted Screenplay in 1984(Nominated)
BAFTAs - Film | Costume Design in 1984(Nominated)
BAFTAs - Film | Direction in 1984(Nominated)
BAFTAs - Film | Film in 1984(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)"
Tootsie (Tootsie),BAFTAs - Film | Original Song Written for a Film in 1984(Nominated),1,0,,BAFTAs - Film | Original Song Written for a Film in 1984(Nominated)
Top Gun,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Won)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Won)",6,2,"Oscars - MUSIC (Original Song)(Won)
Golden Globes - Best Original Song - Motion Picture(Won)","Oscars - FILM EDITING(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Top Gun: Maverick,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Won)
Oscars - VISUAL EFFECTS(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",6,1,Oscars - SOUND(Won),"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
Top Hat,"Oscars - ART DIRECTION(Nominated)
Oscars - DANCE DIRECTION(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - OUTSTANDING PRODUCTION(Nominated)",4,0,,"Oscars - ART DIRECTION(Nominated)
Oscars - DANCE DIRECTION(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - OUTSTANDING PRODUCTION(Nominated)"
