title,genres,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross
the artist,"Action,Adventure,Fantasy",95%,87%,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - COSTUME DESIGN (Won)
Oscars - DIRECTING (Won)
Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Score) (Won)
Oscars - BEST PICTURE (Won)
Oscars - WRITING (Original Screenplay) (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - Best Original Score - Motion Picture (Won)",16,8,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - COSTUME DESIGN (Won)
Oscars - DIRECTING (Won)
Oscars - MUSIC (Original Score) (Won)
Oscars - BEST PICTURE (Won)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Original Score - Motion Picture (Won)","Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - WRITING (Original Screenplay) (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)","$128,100,584"
mixtape,"Comedy,Drama,Family",100%,78%,,0,0,,,
exit through the gift shop,"Comedy,Crime,Documentary",96%,91%,,0,0,,,
warm bodies,"Comedy,Horror,Romance",81%,73%,,0,0,,,"$114,834,312"
"jeff, who lives at home","Comedy,Drama",77%,62%,,0,0,,,
isle of dogs,"Action,Crime,Thriller",,11%,"Oscars - ANIMATED FEATURE FILM (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
BAFTAs - Film | Animated Film in 2019 (Nominated)
BAFTAs - Film | Original Music in 2019 (Nominated)
Golden Globes - Best Motion Picture - Animated (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)",6,0,,"Oscars - ANIMATED FEATURE FILM (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
BAFTAs - Film | Animated Film in 2019 (Nominated)
BAFTAs - Film | Original Music in 2019 (Nominated)
Golden Globes - Best Motion Picture - Animated (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)","$58,497,750"
the commuter,"Action,Mystery,Thriller",55%,40%,,0,0,,,"$118,509,836"
act of valor,"Action,Adventure,Thriller",28%,72%,Golden Globes - Best Original Song - Motion Picture (Nominated),1,0,,Golden Globes - Best Original Song - Motion Picture (Nominated),"$82,497,035"
take this waltz,"Comedy,Drama",79%,58%,,0,0,,,
chase,"Action,Crime,Drama",,,"Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television (Nominated)",1,0,,"Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television (Nominated)",
norm of the north,"Adventure,Animation,Comedy",6%,22%,,0,0,,,"$30,535,660"
to the wonder,"Drama,Romance",47%,37%,,0,0,,,
fast five,"Action,Crime,Thriller",78%,83%,,0,0,,,"$629,975,898"
soul surfer,"Biography,Drama,Family",45%,75%,,0,0,,,"$47,135,489"
this means war,"Action,Comedy,Romance",26%,56%,,0,0,,,"$156,974,557"
the big short,"Biography,Comedy,Drama",89%,88%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Adapted Screenplay) (Won)
BAFTAs - Film | Adapted Screenplay in 2016 (Won)
BAFTAs - Film | Editing in 2016 (Nominated)
BAFTAs - Film | Film in 2016 (Nominated)",8,2,"Oscars - WRITING (Adapted Screenplay) (Won)
BAFTAs - Film | Adapted Screenplay in 2016 (Won)","Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
BAFTAs - Film | Editing in 2016 (Nominated)
BAFTAs - Film | Film in 2016 (Nominated)","$132,624,681"
the tiger rising,Family,18%,73%,,0,0,,,
phil ochs: there but for fortune,"Biography,Documentary,History",97%,78%,,0,0,,,
world's best,"Comedy,Family,Music",100%,81%,,0,0,,,
2 days in new york,"Comedy,Drama,Romance",67%,42%,,0,0,,,
summer hours,Drama,94%,70%,,0,0,,,
bad batch,"Comedy,Drama",,,,0,0,,,
a good day to die hard,"Action,Thriller",15%,40%,,0,0,,,"$304,249,198"
tall girl 2,"Comedy,Drama,Family",63%,27%,,0,0,,,
quasi,"Comedy,Drama",41%,60%,,0,0,,,
avengers: endgame,"Action,Comedy,Sci-Fi",94%,90%,"Oscars - VISUAL EFFECTS (Nominated)
BAFTAs - Film | Special Visual Effects in 2020 (Nominated)",2,0,,"Oscars - VISUAL EFFECTS (Nominated)
BAFTAs - Film | Special Visual Effects in 2020 (Nominated)","$2,717,503,922"
abraham lincoln: vampire hunter,"Action,Fantasy,Horror",34%,50%,,0,0,,,"$137,489,730"
"yor, the hunter from the future",Comedy,14%,47%,,0,0,,,
there's something wrong with the children,"Horror,Mystery",62%,26%,,0,0,,,
"beats, rhymes & life: the travels of a tribe called quest","Documentary,Music",90%,90%,,0,0,,,
margin call,"Drama,Thriller",87%,74%,Oscars - WRITING (Original Screenplay) (Nominated),1,0,,Oscars - WRITING (Original Screenplay) (Nominated),"$20,433,227"
choice,Thriller,,,,0,0,,,
alvin and the chipmunks: chipwrecked,"Adventure,Comedy,Family",10%,51%,,0,0,,,"$349,088,523"
fatale,Thriller,45%,88%,,0,0,,,
we,Action,,,,0,0,,,
j. edgar,"Biography,Drama,Romance",43%,44%,Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated),"$84,606,030"
you yi tian,"Drama,Romance,Sci-Fi",42%,,,0,0,,,
gone with the pope,"Crime,Drama",67%,48%,,0,0,,,
jupiter ascending,"Action,Adventure,Sci-Fi",28%,38%,,0,0,,,"$184,382,519"
i'm in love with a church girl,"Crime,Drama,Romance",10%,64%,,0,0,,,
murder mystery,"Crime,Mystery,Romance",44%,46%,,0,0,,,
the last witch hunter,"Action,Adventure,Fantasy",18%,44%,,0,0,,,"$130,818,912"
affair,Horror,,,,0,0,,,
a wrinkle in time,"Adventure,Drama,Family",,40%,,0,0,,,"$133,214,549"
bleed for this,"Biography,Drama,Sport",71%,70%,,0,0,,,
think like a man,"Comedy,Romance",54%,79%,,0,0,,,"$113,373,764"
30 minutes or less,"Action,Comedy,Crime",45%,40%,,0,0,,,"$41,146,935"
war pony,"Crime,Drama",93%,87%,,0,0,,,
final destination 5,"Horror,Thriller",63%,53%,,0,0,,,"$155,011,165"
oz the great and powerful,"Adventure,Family,Fantasy",57%,56%,,0,0,,,"$490,359,051"
paranorman,"Adventure,Animation,Comedy",89%,72%,Oscars - ANIMATED FEATURE FILM (Nominated),1,0,,Oscars - ANIMATED FEATURE FILM (Nominated),"$108,119,662"
something from tiffany's,"Comedy,Family,Romance",70%,60%,,0,0,,,
unlocked,Drama,,,,0,0,,,
young adult,"Comedy,Drama",80%,49%,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),"$22,750,356"
magic mike's last dance,"Comedy,Drama",48%,73%,,0,0,,,
independence day: resurgence,"Action,Adventure,Sci-Fi",29%,30%,,0,0,,,"$384,169,424"
chasing mavericks,"Biography,Drama,Sport",33%,70%,,0,0,,,
the seagull,Drama,,33%,,0,0,,,
avatar: the way of water,"Action,Adventure,Fantasy",76%,92%,"Oscars - BEST PICTURE (Nominated)
Oscars - PRODUCTION DESIGN (Nominated)
Oscars - SOUND (Nominated)
Oscars - VISUAL EFFECTS (Won)",4,1,Oscars - VISUAL EFFECTS (Won),"Oscars - BEST PICTURE (Nominated)
Oscars - PRODUCTION DESIGN (Nominated)
Oscars - SOUND (Nominated)","$2,320,250,281"
courageous,Drama,36%,86%,,0,0,,,"$35,680,886"
saving christmas,"Action,Adventure,Comedy",0%,30%,,0,0,,,
edge of tomorrow,"Action,Adventure,Sci-Fi",91%,90%,,0,0,,,"$367,028,980"
creed,Horror,95%,89%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Won)",2,1,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Won),Oscars - ACTOR IN A SUPPORTING ROLE (Nominated),"$174,167,581"
friends with benefits,"Comedy,Romance",69%,65%,,0,0,,,
bloodshot,"Action,Adventure,Sci-Fi",,,,0,0,,,"$37,163,054"
johnny english reborn,"Action,Adventure,Comedy",38%,45%,,0,0,,,"$164,640,401"
violet & daisy,"Action,Comedy,Crime",22%,35%,,0,0,,,
about time,Drama,71%,82%,,0,0,,,"$84,429,086"
craving,Drama,80%,85%,,0,0,,,
bank shot,Comedy,,28%,,0,0,,,
in time,"Action,Sci-Fi,Thriller",37%,51%,,0,0,,,"$165,103,952"
the man from u.n.c.l.e.,"Action,Adventure,Comedy",68%,73%,,0,0,,,"$110,045,109"
hobo with a shotgun,"Action,Comedy,Crime",65%,57%,,0,0,,,
angels in stardust,"Comedy,Drama",22%,39%,,0,0,,,
jumping the broom,"Comedy,Drama",57%,58%,,0,0,,,"$38,158,601"
solo: a star wars story,"Action,Comedy,Sci-Fi",69%,63%,Oscars - VISUAL EFFECTS (Nominated),1,0,,Oscars - VISUAL EFFECTS (Nominated),"$393,151,347"
your lucky day,Thriller,86%,60%,,0,0,,,
the family plan,"Action,Comedy",25%,61%,,0,0,,,
the art of getting by,"Comedy,Drama,Family",20%,46%,,0,0,,,
open season 3,"Adventure,Animation,Comedy",,30%,,0,0,,,
how to train your dragon 2,"Action,Adventure,Animation",92%,90%,"Oscars - ANIMATED FEATURE FILM (Nominated)
Golden Globes - Best Motion Picture - Animated (Won)",2,1,Golden Globes - Best Motion Picture - Animated (Won),Oscars - ANIMATED FEATURE FILM (Nominated),"$614,586,270"
wrath of the titans,"Action,Adventure,Fantasy",,50%,,0,0,,,"$305,270,083"
million dollar arm,"Biography,Drama,Family",65%,68%,,0,0,,,"$39,217,912"
here comes the boom,"Action,Comedy,Sport",42%,65%,,0,0,,,"$73,239,258"
honor society,"Comedy,Romance",86%,78%,,0,0,,,
super 8,"Action,Sci-Fi,Thriller",81%,75%,,0,0,,,"$257,972,745"
wire room,"Action,Thriller",,91%,,0,0,,,
my week with marilyn,"Biography,Drama",83%,71%,"Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",3,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Won),"Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",
the age of adaline,"Drama,Fantasy,Romance",55%,67%,,0,0,,,"$68,984,536"
master qi and the monkey king,Documentary,,,,0,0,,,
colombiana,"Action,Crime,Drama",28%,67%,,0,0,,,"$72,295,262"
dear zoe,"Drama,Mystery,Romance",71%,87%,,0,0,,,
freeheld,"Biography,Drama,Romance",,84%,Oscars - DOCUMENTARY (Short Subject) (Won),1,1,Oscars - DOCUMENTARY (Short Subject) (Won),,
the perks of being a wallflower,Drama,85%,89%,,0,0,,,"$33,069,303"
grudge match,"Comedy,Drama,Sport",31%,46%,,0,0,,,"$69,817,991"
polisse,"Crime,Drama",86%,79%,,0,0,,,"$22,744,132"
fun size,"Adventure,Comedy,Crime",25%,47%,,0,0,,,
summerland,Horror,,,,0,0,,,
vampires suck,"Comedy,Horror",4%,30%,,0,0,,,"$81,424,988"
city of god,Drama,91%,97%,"Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - WRITING (Adapted Screenplay) (Nominated)",4,0,,"Oscars - CINEMATOGRAPHY (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - WRITING (Adapted Screenplay) (Nominated)",
the duff,"Comedy,Romance",73%,66%,,0,0,,,"$43,528,634"
damsels in distress,"Comedy,Drama,Romance",76%,39%,,0,0,,,
ice age: continental drift,"Adventure,Animation,Comedy",37%,61%,,0,0,,,"$879,765,137"
for queen and country,Documentary,29%,28%,,0,0,,,
now you see me,"Crime,Mystery,Thriller",50%,70%,,0,0,,,"$342,769,200"
jamesy boy,"Biography,Crime,Drama",26%,58%,,0,0,,,
keyhole,"Drama,Thriller",70%,39%,,0,0,,,
take shelter,"Drama,Thriller",92%,81%,,0,0,,,
divergent,"Comedy,Drama",41%,69%,,0,0,,,"$276,014,965"
trolls,"Adventure,Animation,Comedy",76%,67%,"Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)",2,0,,"Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)","$342,831,709"
360,"Crime,Drama,Mystery",,,,0,0,,,
vampire academy,"Action,Comedy,Drama",17%,56%,,0,0,,,
despicable me 2,"Adventure,Animation,Comedy",75%,85%,"Oscars - ANIMATED FEATURE FILM (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Motion Picture - Animated (Nominated)",3,0,,"Oscars - ANIMATED FEATURE FILM (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Motion Picture - Animated (Nominated)","$975,216,835"
attenberg,"Comedy,Drama,Romance",78%,53%,,0,0,,,
before i fall,"Drama,Fantasy,Mystery",64%,57%,,0,0,,,"$18,945,682"
planes,"Adventure,Animation,Comedy",26%,49%,,0,0,,,
guest,Documentary,,,,0,0,,,
the bad guys,,,,,0,0,,,"$250,901,649"
the guilt trip,"Comedy,Drama",37%,39%,,0,0,,,"$41,742,317"
die in a gunfight,"Action,Comedy,Crime",16%,62%,,0,0,,,
"alexander and the terrible, horrible, no good, very bad day","Comedy,Drama,Family",63%,58%,,0,0,,,
peeples,"Comedy,Romance",40%,49%,,0,0,,,
the beanie bubble,"Comedy,Drama",47%,56%,,0,0,,,
sausage party,"Adventure,Animation,Comedy",82%,50%,,0,0,,,"$141,344,255"
justin bieber: never say never,"Documentary,Music",66%,65%,,0,0,,,"$99,034,125"
the equalizer 3,"Action,Crime,Thriller",76%,94%,,0,0,,,"$191,067,560"
fightville,"Documentary,Sport",61%,67%,,0,0,,,
polar bear,Documentary,74%,67%,,0,0,,,
senior year,Sport,23%,51%,,0,0,,,
state of emergency,"Horror,Sci-Fi,Thriller",,43%,,0,0,,,
chronicle,"Adventure,Drama,Sci-Fi",85%,72%,,0,0,,,"$123,681,790"
snowpiercer,"Action,Sci-Fi,Thriller",94%,72%,,0,0,,,"$82,825,956"
lovely molly,"Drama,Horror",47%,32%,,0,0,,,
weird: the al yankovic story,"Action,Biography,Comedy",84%,80%,,0,0,,,
lola versus,Comedy,36%,31%,,0,0,,,
sound of silence,Drama,,,,0,0,,,
office christmas party,Comedy,40%,41%,,0,0,,,"$115,097,874"
alex cross,"Action,Crime,Mystery",11%,47%,,0,0,,,"$35,426,759"
triple 9,"Action,Crime,Drama",55%,41%,,0,0,,,"$25,943,792"
the bay,"Horror,Sci-Fi,Thriller",76%,43%,,0,0,,,
piranha 3dd,"Comedy,Horror,Sci-Fi",11%,22%,,0,0,,,
the spectacular now,"Drama,Romance",91%,76%,,0,0,,,
in the land of blood and honey,"Drama,Romance,War",58%,47%,,0,0,,,
the empty man,Drama,76%,61%,,0,0,,,
grimcutty,"Drama,Horror,Mystery",25%,23%,,0,0,,,
october baby,"Drama,Family,Mystery",25%,79%,,0,0,,,
appendage,"Drama,Horror",52%,61%,,0,0,,,
friends with kids,"Comedy,Drama,Romance",66%,49%,,0,0,,,
a christmas story christmas,"Comedy,Family",79%,75%,,0,0,,,
we're the millers,"Comedy,Crime",48%,76%,,0,0,,,
exit strategy,"Comedy,Romance",,,,0,0,,,
beyond skyline,"Action,Adventure,Horror",67%,38%,,0,0,,,
killer joe,"Crime,Drama,Thriller",80%,61%,,0,0,,,
scouts guide to the zombie apocalypse,"Action,Comedy,Horror",44%,50%,,0,0,,,
bohemian rhapsody,"Biography,Drama,Music",60%,85%,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - FILM EDITING (Won)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND EDITING (Won)
Oscars - SOUND MIXING (Won)
BAFTAs - Film | Cinematography in 2019 (Nominated)
BAFTAs - Film | Costume Design in 2019 (Nominated)
BAFTAs - Film | Editing in 2019 (Nominated)
BAFTAs - Film | Make Up and Hair in 2019 (Nominated)
BAFTAs - Film | Outstanding British Film in 2019 (Nominated)
BAFTAs - Film | Sound in 2019 (Won)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)",13,7,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - FILM EDITING (Won)
Oscars - SOUND EDITING (Won)
Oscars - SOUND MIXING (Won)
BAFTAs - Film | Sound in 2019 (Won)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)","Oscars - BEST PICTURE (Nominated)
BAFTAs - Film | Cinematography in 2019 (Nominated)
BAFTAs - Film | Costume Design in 2019 (Nominated)
BAFTAs - Film | Editing in 2019 (Nominated)
BAFTAs - Film | Make Up and Hair in 2019 (Nominated)
BAFTAs - Film | Outstanding British Film in 2019 (Nominated)","$879,088,897"
forest,Animation,,,,0,0,,,
ophelia,Fantasy,,,,0,0,,,
mercenaries,"Action,Drama",0%,13%,,0,0,,,
darling companion,"Comedy,Drama,Romance",21%,29%,,0,0,,,
the idiotmaker's gravity tour,"Comedy,Drama",,,,0,0,,,
the zookeeper's wife,"Biography,Drama,History",64%,76%,,0,0,,,
ender's game,"Action,Adventure,Sci-Fi",62%,65%,,0,0,,,
the lords of salem,"Horror,Thriller",47%,30%,,0,0,,,
barely lethal,"Action,Comedy",26%,38%,,0,0,,,
crayon,Drama,,,,0,0,,,
the rider,"Action,Sci-Fi",97%,82%,,0,0,,,
saltburn,"Drama,Thriller",71%,79%,,0,0,,,"$21,025,999"
snow white and the huntsman,"Action,Adventure,Drama",49%,52%,"Oscars - COSTUME DESIGN (Nominated)
Oscars - VISUAL EFFECTS (Nominated)",2,0,,"Oscars - COSTUME DESIGN (Nominated)
Oscars - VISUAL EFFECTS (Nominated)","$401,021,746"
at the gates,"Drama,Mystery,Thriller",70%,100%,,0,0,,,
jersey boys,"Biography,Drama,Music",51%,62%,,0,0,,,"$65,282,732"
your sister's sister,"Comedy,Drama,Romance",84%,66%,,0,0,,,
unplanned,Drama,42%,94%,,0,0,,,"$21,413,603"
enemy within,Action,,50%,,0,0,,,
i don't know how she does it,"Comedy,Romance",17%,32%,,0,0,,,"$24,474,463"
top gun: maverick,"Action,Drama",96%,99%,"Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND (Won)
Oscars - VISUAL EFFECTS (Nominated)
Oscars - WRITING (Adapted Screenplay) (Nominated)",6,1,Oscars - SOUND (Won),"Oscars - FILM EDITING (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - VISUAL EFFECTS (Nominated)
Oscars - WRITING (Adapted Screenplay) (Nominated)","$1,454,001,110"
moonrise kingdom,"Adventure,Comedy,Drama",93%,86%,"Oscars - WRITING (Original Screenplay) (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)",2,0,,"Oscars - WRITING (Original Screenplay) (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)","$68,848,446"
sound of my voice,"Drama,Mystery,Sci-Fi",76%,66%,,0,0,,,
delivery man,Drama,40%,47%,,0,0,,,"$55,616,322"
bottoms,Comedy,90%,89%,,0,0,,,
a dog's purpose,"Adventure,Comedy,Drama",34%,74%,,0,0,,,
buck,Documentary,90%,89%,,0,0,,,
emergency!,"Adventure,Drama",,,,0,0,,,
inappropriate comedy,Comedy,0%,22%,,0,0,,,
the campaign,"Action,Thriller",66%,51%,,0,0,,,"$104,907,746"
like crazy,"Drama,Romance",71%,62%,,0,0,,,
the to do list,"Comedy,Romance",56%,46%,,0,0,,,
this is 40,"Comedy,Drama,Romance",51%,50%,,0,0,,,
in the fire,"Horror,Thriller",15%,29%,,0,0,,,
persecuted,"Action,Drama,Mystery",0%,58%,,0,0,,,
no one lives,"Horror,Thriller",46%,42%,,0,0,,,
septien,"Comedy,Drama,Mystery",56%,43%,,0,0,,,
the return of tanya tucker: featuring brandi carlile,Documentary,92%,94%,,0,0,,,
arbitrage,"Drama,Thriller",87%,62%,Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated),"$35,830,713"
killing them softly,"Crime,Drama,Thriller",74%,44%,,0,0,,,"$39,238,443"
the expendables 2,"Action,Adventure,Thriller",67%,67%,,0,0,,,"$311,979,256"
scream vi,"Horror,Mystery,Thriller",76%,91%,,0,0,,,"$169,063,850"
she's funny that way,"Comedy,Drama",45%,35%,,0,0,,,
apollo 18,"Horror,Mystery,Sci-Fi",24%,23%,,0,0,,,"$26,517,819"
danny collins,"Comedy,Drama,Music",78%,73%,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated),
nerve,"Comedy,Drama",,,,0,0,,,"$85,583,945"
jiro dreams of sushi,Documentary,99%,91%,,0,0,,,
apparition,Horror,,20%,,0,0,,,
50 to 1,Drama,29%,71%,,0,0,,,
rosaline,"Comedy,Romance",75%,76%,,0,0,,,
paranormal activity 3,"Horror,Mystery,Thriller",66%,51%,,0,0,,,"$207,039,844"
seberg,"Biography,Drama,Thriller",35%,51%,,0,0,,,
beneath the darkness,"Horror,Mystery,Thriller",0%,15%,,0,0,,,
john dies at the end,"Comedy,Fantasy,Horror",59%,54%,,0,0,,,
sing your song,"Biography,Documentary,Music",95%,79%,,0,0,,,
tracers,Action,24%,41%,,0,0,,,
about my father,Documentary,,,,0,0,,,
pirates of the caribbean: dead men tell no tales,"Action,Adventure,Fantasy",30%,60%,,0,0,,,
the maze runner,"Action,Mystery,Sci-Fi",65%,68%,,0,0,,,"$348,319,861"
in their skin,"Horror,Thriller",45%,17%,,0,0,,,
zero dark thirty,"Drama,History,Thriller",91%,80%,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - SOUND EDITING (Won)
Oscars - WRITING (Original Screenplay) (Nominated)",5,1,Oscars - SOUND EDITING (Won),"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Original Screenplay) (Nominated)","$134,612,435"
